Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0001197	6321	1833	2252	7725	2823	3250	3184	2865	3209	3939	3948	3983	3521.38	3086	3957	1.282	0.358	3.439	0.000584776945634429	0.00960997832982631	0.0015	0.0137	0.0075	0.0075	TRUE	0.0466
FBgn0040070	6583	1946	2534	8494	3049	3565	3316	3041	3611	4331	4264	4370	3822.16	3323	4322	1.301	0.379	3.436	0.000590270819264534	0.00962919814503517	0.0034	0.0137	0.0085	0.0085	TRUE	0.0683
FBgn0037240	3383	973	938	4558	1420	1638	1704	1521	1337	2324	1986	2008	1813.18	1521	2106	1.384	0.469	3.428	0.000608374544483219	0.00988830669290517	0.0105	0.0146	0.0129	0.0129	TRUE	0.1397
FBgn0031738	2058	648	609	2852	918	1023	1037	1013	868	1454	1284	1254	1151.53	973	1331	1.369	0.453	3.425	0.000615250218074645	0.00998184643422743	0.0064	0.0156	0.0116	0.0116	TRUE	0.1027
FBgn0030662	1296	514	517	1749	787	926	653	803	737	892	1101	1135	886.72	731	1043	1.428	0.514	3.421	0.00062416954468147	0.0100715183595613	0.0131	0.0164	0.015	0.015	TRUE	0.2008
FBgn0039538	148	52	48	220	92	134	75	81	68	112	129	164	104.88	75	135	1.795	0.844	3.412	0.000644709917696473	0.0103281137354721	0.0177	0.0429	0.033	0.033	TRUE	0.3536
FBgn0034249	870	255	362	1141	491	556	438	399	516	582	687	681	550.43	451	650	1.439	0.525	3.406	0.000660268275683577	0.0105205895018133	0.0096	0.0186	0.0151	0.0151	TRUE	0.1695
FBgn0035091	774	188	255	1102	358	390	390	294	363	562	501	478	431.28	349	514	1.466	0.552	3.396	0.000683738234488436	0.0108363993853888	0.011	0.0201	0.0164	0.0164	TRUE	0.2003
FBgn0030456	1108	392	409	1456	582	654	558	613	583	742	814	802	685.26	585	786	1.346	0.428	3.393	0.00069089562849719	0.0108483904940184	0.0016	0.0174	0.0099	0.0099	TRUE	0.0302
FBgn0031148	3839	1452	1836	5201	2606	3262	1934	2269	2616	2652	3645	3998	2852.35	2273	3432	1.51	0.595	3.395	0.000685876142897017	0.0108483904940184	0.0314	0.0139	0.0217	0.0217	TRUE	0.4863
FBgn0063494	2846	797	1008	4012	1239	1449	1433	1246	1436	2046	1733	1776	1611.68	1372	1852	1.35	0.433	3.394	0.000689030516661863	0.0108483904940184	0.0064	0.0148	0.011	0.011	TRUE	0.1047
FBgn0262081	13232	4794	4434	16854	6637	7137	6665	7492	6318	8594	9283	8748	7849.92	6825	8875	1.3	0.379	3.395	0.000687141081238094	0.0108483904940184	0.0045	0.0132	0.0088	0.0088	TRUE	0.0883
FBgn0002543	1431	637	536	2178	909	955	721	996	764	1111	1271	1171	1005.42	827	1184	1.436	0.522	3.391	0.000695288739900701	0.0108648014145536	0.0168	0.016	0.0159	0.0159	TRUE	0.3674
FBgn0261842	61	20	43	143	62	92	31	31	61	73	87	113	65.94	41	91	2.24	1.164	3.372	0.000746372328226736	0.0116019866099748	0.0785	0.0606	0.0665	0.0665	TRUE	0.7951
FBgn0034259	1558	486	608	2091	725	929	785	760	866	1066	1014	1139	938.25	804	1073	1.336	0.418	3.369	0.000754306352279668	0.0116845333560957	0.0025	0.0162	0.0099	0.0099	TRUE	0.0524
FBgn0264895	536	138	134	787	228	279	270	216	191	401	319	342	289.79	226	354	1.56	0.642	3.369	0.000754047623416058	0.0116845333560957	0.02	0.0237	0.0222	0.0222	TRUE	0.377
FBgn0034013	2508	956	927	3251	1374	1558	1263	1494	1321	1658	1922	1910	1594.54	1359	1830	1.347	0.429	3.367	0.00075909601733072	0.011712209914191	0.0063	0.0148	0.011	0.011	TRUE	0.0882
FBgn0259935	82	32	23	175	61	58	41	50	33	89	85	71	61.62	41	82	1.994	0.996	3.368	0.000758130832876439	0.011712209914191	0.0032	0.0639	0.0438	0.0438	TRUE	0.171
FBgn0031816	247	92	109	369	176	203	124	144	155	188	246	249	184.44	141	228	1.616	0.692	3.362	0.000772846519403898	0.0118890223632652	0.0163	0.0299	0.0243	0.0243	TRUE	0.2949
FBgn0014163	7497	2305	2299	10447	3066	3804	3776	3602	3276	5327	4288	4663	4155.36	3551	4759	1.34	0.423	3.355	0.000794157521025831	0.012174803855038	0.0083	0.0136	0.0112	0.0112	TRUE	0.1342
FBgn0264343	56	9	8	222	29	29	28	14	11	113	41	36	40.5	18	63	3.429	1.778	3.353	0.000799865574021436	0.0121993196366591	0.3052	0.0906	0.165	0.165	TRUE	4.9802
FBgn0039788	18	2	8	69	20	19	9	3	11	35	28	23	18.34	8	29	3.587	1.843	3.321	0.00089619867764312	0.0134384539086991	0.0276	0.1845	0.1397	0.1397	TRUE	0.3546
FBgn0039178	20	5	4	49	32	17	10	8	6	25	45	21	19.03	8	30	3.632	1.861	3.313	0.000923881345516722	0.0137745775242592	0.0841	0.1783	0.146	0.146	TRUE	0.9022
FBgn0034950	142	51	49	248	85	102	72	80	70	126	119	125	98.57	74	123	1.686	0.754	3.31	0.000931864200889599	0.0138566184262498	0	0.0448	0.0259	0.0259	TRUE	0.0344
FBgn0030433	652	251	324	1078	416	467	328	392	462	550	582	572	481.04	394	568	1.45	0.536	3.304	0.000951478377340636	0.0140777706095898	0.0128	0.0194	0.0166	0.0166	TRUE	0.2809
FBgn0041629	16938	7612	8754	25541	12986	15029	8531	11896	12474	13024	18163	18421	13751.42	10967	16536	1.508	0.593	3.305	0.000949999119755088	0.0140777706095898	0.0357	0.0131	0.0231	0.0231	TRUE	0.4634
FBgn0052436	572	252	212	938	363	365	288	394	302	478	508	447	402.9	328	478	1.467	0.552	3.297	0.000976714970733251	0.0144033116627832	0.0124	0.0207	0.0174	0.0174	TRUE	0.3247
FBgn0020391	327	122	145	507	227	223	165	191	207	259	317	273	235.22	188	283	1.518	0.602	3.296	0.000979048014720928	0.014413852342346	0.0092	0.0262	0.0192	0.0192	TRUE	0.1508
FBgn0000928	933	398	407	1385	621	667	470	622	580	706	869	818	677.37	557	798	1.435	0.521	3.294	0.000987471938064862	0.0145138820995771	0.0149	0.0175	0.0164	0.0164	TRUE	0.2424
FBgn0002567	63	23	26	118	53	63	32	36	37	60	74	77	52.71	35	70	2.025	1.018	3.282	0.00103062072489224	0.0150734627202219	0	0.0726	0.0466	0.0466	TRUE	0.1973
FBgn0001223	399	170	196	640	269	383	201	266	279	326	376	469	319.66	249	390	1.579	0.659	3.273	0.00106271193989322	0.0154413951853652	0.0301	0.0227	0.0256	0.0256	TRUE	0.3161
FBgn0250837	3308	1158	1532	4539	2042	2187	1666	1810	2183	2315	2856	2681	2251.66	1886	2617	1.388	0.473	3.271	0.00106984975920438	0.0154945557808674	0.0149	0.0142	0.0146	0.0146	TRUE	0.2274
FBgn0029970	228	70	70	336	113	151	115	109	100	171	158	185	139.74	108	171	1.58	0.66	3.26	0.00111466253915009	0.0160133858648545	0	0.0354	0.0215	0.0215	TRUE	0.0448
FBgn0003888	10266	3925	4186	12618	6401	7467	5171	6134	5965	6434	8953	9152	6968.09	5757	8180	1.421	0.507	3.259	0.00111693943366589	0.0160202569012272	0.0209	0.0133	0.0173	0.0173	TRUE	0.4281
FBgn0029856	400	81	133	750	182	206	201	127	190	382	255	252	234.51	173	296	1.715	0.778	3.253	0.00114157356937544	0.0163210205175394	0.0518	0.0263	0.0363	0.0363	TRUE	0.7801
FBgn0032421	202	88	119	429	143	210	102	138	170	219	200	257	180.83	137	225	1.68	0.748	3.245	0.00117261977690084	0.0166845436946578	0.0345	0.0303	0.0318	0.0318	TRUE	0.4541
FBgn0035165	7478	2214	2610	9726	3100	3819	3766	3460	3719	4960	4336	4681	4153.63	3648	4659	1.277	0.353	3.241	0.00119019332509666	0.0168806559659808	0.0029	0.0136	0.0083	0.0083	TRUE	0.0445
FBgn0032881	365	102	125	537	165	223	184	159	178	274	231	273	216.55	174	259	1.489	0.575	3.234	0.00122274833934831	0.0172599357505157	0.0027	0.0274	0.0176	0.0176	TRUE	0.0931
FBgn0037896	107	41	35	188	69	85	54	64	50	96	97	104	77.4	56	99	1.775	0.828	3.231	0.00123533342386397	0.0173769765949655	0	0.0535	0.0325	0.0325	TRUE	0.0954
FBgn0039644	1845	618	670	2422	875	968	929	966	955	1235	1224	1186	1082.52	950	1215	1.281	0.357	3.23	0.00123689268678658	0.0173769765949655	0	0.0158	0.0078	0.0078	TRUE	0.005
FBgn0025641	1172	491	458	1569	771	836	590	767	653	800	1078	1025	818.89	670	968	1.445	0.531	3.225	0.00126091813048423	0.0176310797303345	0.0187	0.0167	0.0182	0.0182	TRUE	0.2869
FBgn0011259	642	179	161	1056	283	304	323	280	229	538	396	373	356.57	277	436	1.568	0.649	3.222	0.00127339047407597	0.0177220139884292	0.0312	0.0217	0.026	0.026	TRUE	0.5253
FBgn0052056	1675	678	771	2389	1020	1344	844	1060	1099	1218	1427	1647	1215.66	1001	1431	1.432	0.518	3.222	0.00127141015992719	0.0177220139884292	0.0194	0.0154	0.0177	0.0177	TRUE	0.1613
FBgn0265413	3679	1495	1879	6220	2223	2644	1853	2336	2677	3172	3109	3241	2731.41	2289	3174	1.389	0.474	3.218	0.00129145754786568	0.0179454171276748	0.016	0.014	0.0152	0.0152	TRUE	0.346
FBgn0035932	42	5	17	86	39	36	21	8	24	44	55	44	32.62	18	48	2.585	1.37	3.212	0.00131636730757725	0.0182346556898765	0.0215	0.1094	0.0909	0.0909	TRUE	0.7195
FBgn0031538	287	116	149	456	216	269	145	181	212	233	302	330	233.75	179	288	1.614	0.691	3.211	0.00132232539540096	0.0182887458025408	0.0315	0.0263	0.0284	0.0284	TRUE	0.3772
FBgn0000042	137948	46027	50826	155693	73446	83437	69480	71932	72422	79394	102724	102268	83036.35	71278	94795	1.33	0.411	3.201	0.00137157504161258	0.0189404944118501	0.0101	0.0129	0.0119	0.0119	TRUE	0.2476
FBgn0052803	503	155	212	755	249	332	253	242	302	385	348	407	322.97	266	380	1.434	0.52	3.194	0.00140421181684287	0.0192420225424915	0.0045	0.0226	0.0157	0.0157	TRUE	0.1424
FBgn0033205	2733	920	1146	4076	1361	1504	1377	1438	1633	2079	1904	1843	1712.12	1483	1942	1.313	0.393	3.19	0.00142130918042273	0.0194463915054151	0.0052	0.0147	0.0103	0.0103	TRUE	0.0939
FBgn0038043	591	195	238	744	342	425	298	305	339	379	478	521	386.7	314	459	1.46	0.546	3.189	0.00142643856469597	0.0194866384904095	0.0145	0.021	0.0182	0.0182	TRUE	0.2975
FBgn0261555	161	49	47	247	94	97	81	77	67	126	131	119	100.16	75	125	1.66	0.731	3.187	0.00143561751441085	0.0195819987761982	0	0.0443	0.0267	0.0267	TRUE	0.0682
FBgn0037046	32	9	8	116	30	18	16	14	11	59	42	22	27.46	14	41	2.957	1.564	3.18	0.00147394061989911	0.0200433421396051	0.1179	0.1275	0.124	0.124	TRUE	0.0998
FBgn0016075	54938	21905	21596	68892	37729	35705	27670	34233	30772	35131	52769	43763	37389.75	30892	43888	1.421	0.507	3.17	0.00152662026386966	0.0206650557603147	0.0258	0.0129	0.0184	0.0184	TRUE	0.1412
FBgn0285925	623	203	198	834	307	329	314	317	282	425	429	403	361.85	304	419	1.376	0.46	3.163	0.00156332029482648	0.0210977179788174	0	0.0215	0.0122	0.0122	TRUE	0.0416
FBgn0030343	2267	1009	937	3083	1546	1759	1142	1577	1335	1572	2162	2156	1657.37	1351	1963	1.454	0.54	3.159	0.00158544733909302	0.0213316910110295	0.027	0.0147	0.0204	0.0204	TRUE	0.3758
FBgn0033153	457	152	155	597	234	280	230	238	221	304	327	343	277.25	230	325	1.412	0.497	3.159	0.00158329366605937	0.0213316910110295	0	0.0242	0.0139	0.0139	TRUE	0.0402
FBgn0013720	563	190	244	767	325	391	284	297	348	391	455	479	375.52	310	442	1.428	0.514	3.157	0.0015962214218458	0.0214442597351139	0.0092	0.0212	0.0161	0.0161	TRUE	0.1287
FBgn0035203	1165	459	538	1636	716	905	587	717	767	834	1001	1109	835.94	690	981	1.425	0.51	3.145	0.00166175509962865	0.0221907836167803	0.019	0.0166	0.0176	0.0176	TRUE	0.2194
FBgn0051216	2546	853	884	3574	1113	1326	1282	1333	1260	1823	1557	1625	1479.91	1292	1668	1.294	0.372	3.144	0.00166650830022814	0.0222209422606768	0.0034	0.015	0.0093	0.0093	TRUE	0.0819
FBgn0034403	99	26	45	225	55	79	50	41	64	115	77	97	73.85	52	96	1.888	0.917	3.143	0.00167342182875915	0.0222797731371565	0.0262	0.0555	0.0455	0.0455	TRUE	0.1409
FBgn0261244	2565	822	895	3110	1214	1294	1292	1285	1275	1586	1698	1586	1453.62	1284	1623	1.263	0.337	3.141	0.0016817408089751	0.0223571125157331	0	0.015	0.0075	0.0075	TRUE	0.0189
FBgn0036272	1482	481	551	1777	758	856	746	752	785	906	1060	1049	883.13	761	1005	1.318	0.399	3.141	0.00168539942033041	0.0223723586242667	0.0038	0.0164	0.0104	0.0104	TRUE	0.0945
FBgn0264816	161	44	60	245	88	115	81	69	85	125	123	141	104.05	78	130	1.642	0.715	3.138	0.00170006136282291	0.022499920592368	0	0.0431	0.0267	0.0267	TRUE	0.0787
FBgn0053558	5668	1827	1709	6364	2815	2912	2855	2855	2435	3245	3937	3569	3149.46	2715	3584	1.319	0.399	3.135	0.00171695525183366	0.0226561784119739	0.0082	0.0138	0.0113	0.0113	TRUE	0.0975
FBgn0004584	3572	1047	1202	4271	1532	1756	1799	1636	1713	2178	2143	2152	1936.84	1716	2158	1.256	0.329	3.119	0.00181267118020226	0.0238133660797368	7e-04	0.0145	0.0074	0.0074	TRUE	0.0227
FBgn0003053	208	84	80	357	121	148	105	131	114	182	169	181	147.12	117	177	1.542	0.624	3.114	0.00184843711613178	0.0241858298101316	0	0.0342	0.0214	0.0214	TRUE	0.1063
FBgn0017577	2200	772	876	2869	1162	1224	1108	1206	1248	1463	1625	1500	1358.54	1187	1529	1.289	0.366	3.113	0.0018491692040754	0.0241858298101316	0.0028	0.0152	0.0092	0.0092	TRUE	0.0442
FBgn0001122	2180	501	457	3309	837	939	1098	783	651	1687	1171	1151	1090.18	844	1336	1.58	0.66	3.106	0.001895417191556	0.0246819896567095	0.0615	0.0157	0.0315	0.0315	TRUE	0.8511
FBgn0037848	1004	368	414	1433	537	590	506	575	590	731	751	723	645.94	557	735	1.325	0.406	3.099	0.00194159041369398	0.0251942314639523	0.0026	0.0177	0.0107	0.0107	TRUE	0.086
FBgn0029594	729	212	285	990	351	413	367	331	406	505	491	506	434.42	368	501	1.36	0.443	3.086	0.00202698583271727	0.0261278767178187	0	0.0201	0.0123	0.0123	TRUE	0.0808
FBgn0263093	535	170	144	734	268	266	269	266	205	374	375	326	302.58	247	358	1.447	0.533	3.085	0.0020364287452149	0.0262116630543774	0.0086	0.0233	0.0178	0.0178	TRUE	0.2199
FBgn0034523	479	153	193	786	242	269	241	239	275	401	338	330	304.06	252	356	1.425	0.511	3.081	0.00206233291386967	0.026506781044498	0.0068	0.0232	0.0162	0.0162	TRUE	0.1513
FBgn0030361	211	56	81	311	108	147	106	88	115	159	151	180	133.17	103	163	1.576	0.656	3.08	0.00206825154031319	0.0265445482270455	5e-04	0.0365	0.0243	0.0243	TRUE	0.1291
FBgn0039125	1559	604	733	2188	992	1094	785	944	1044	1116	1387	1341	1102.95	924	1281	1.388	0.473	3.078	0.00208690472389285	0.0267454106125375	0.015	0.0157	0.016	0.016	TRUE	0.2207
FBgn0083983	167	27	54	338	82	88	84	42	77	172	115	108	99.69	68	132	1.926	0.945	3.073	0.00212233796785467	0.0271214695547799	0.0799	0.0444	0.0563	0.0563	TRUE	0.8557
FBgn0039759	9	4	10	42	17	32	5	6	14	21	24	39	18.24	8	28	3.565	1.834	3.07	0.00213960221741931	0.027302918267269	0.1397	0.1855	0.171	0.171	TRUE	1.1503
FBgn0030344	2476	825	872	3199	1109	1270	1247	1289	1243	1631	1551	1557	1419.65	1260	1580	1.255	0.328	3.069	0.00214978399015694	0.0273154436523936	0	0.0151	0.0075	0.0075	TRUE	0.0103
FBgn0035267	42	20	11	90	43	38	21	31	16	46	60	47	36.78	23	51	2.256	1.173	3.056	0.00224105888376108	0.0282757305725363	0.0099	0.0985	0.0722	0.0722	TRUE	0.3911
FBgn0035167	107	55	51	211	80	127	54	86	73	108	112	156	97.94	71	125	1.796	0.845	3.055	0.00225296717859327	0.0283034959939777	0.0397	0.045	0.043	0.043	TRUE	0.5518
FBgn0037717	806	285	343	1079	458	519	406	445	489	550	641	636	527.84	447	609	1.365	0.449	3.055	0.00225230785045596	0.0283034959939777	0.0068	0.0188	0.0134	0.0134	TRUE	0.0911
FBgn0039006	1071	359	366	1492	489	557	539	561	522	761	684	683	624.91	541	709	1.315	0.395	3.055	0.00225190557616753	0.0283034959939777	0.0018	0.0179	0.0103	0.0103	TRUE	0.0519
FBgn0033924	747	203	226	929	337	369	376	317	322	474	471	452	402.14	338	466	1.367	0.451	3.054	0.0022573131627269	0.0283181525921246	0.0033	0.0207	0.013	0.013	TRUE	0.1245
FBgn0032422	45	22	20	86	59	50	23	34	28	44	83	61	45.53	28	63	2.212	1.145	3.052	0.00227699793874166	0.0284848604499607	0.0601	0.082	0.0737	0.0737	TRUE	0.1322
FBgn0051324	1569	569	571	2079	801	840	790	889	814	1060	1120	1030	950.52	831	1070	1.29	0.367	3.045	0.0023265180121203	0.0290228234369125	0.0015	0.0162	0.0093	0.0093	TRUE	0.0427
FBgn0031018	58	24	13	122	42	46	29	38	19	62	59	56	43.76	29	59	2.088	1.062	3.039	0.00237678085252558	0.0296083735013222	0	0.0848	0.0605	0.0605	TRUE	0.3601
FBgn0020633	2983	1040	1204	3615	1648	1846	1502	1625	1716	1843	2305	2263	1875.72	1614	2137	1.323	0.404	3.034	0.00241318233694049	0.0299779847630808	0.0085	0.0145	0.0122	0.0122	TRUE	0.1798
FBgn0264743	2359	892	946	3354	1172	1361	1188	1394	1348	1710	1639	1668	1491.3	1310	1672	1.28	0.357	3.028	0.00245957194250621	0.0304692730068189	0.0032	0.015	0.0092	0.0092	TRUE	0.0848
FBgn0086532	2510	958	1100	3441	1423	1582	1264	1497	1567	1755	1990	1939	1668.79	1443	1895	1.315	0.395	3.023	0.00250529190783532	0.0309347498232494	0.0073	0.0147	0.0116	0.0116	TRUE	0.1487
FBgn0036449	3138	886	951	3766	1269	1510	1581	1385	1355	1920	1775	1851	1644.38	1440	1849	1.282	0.358	3.018	0.00254751967254469	0.0312544872222528	0.0035	0.0148	0.0095	0.0095	TRUE	0.0921
FBgn0087041	327	97	136	521	167	198	165	152	194	266	234	243	208.67	170	248	1.462	0.548	3.014	0.00257883791566056	0.0315256900674641	0.0032	0.0279	0.0185	0.0185	TRUE	0.1348
FBgn0032805	337	91	92	625	156	155	170	142	131	319	218	190	194.99	148	242	1.642	0.715	3.012	0.0025954922316959	0.0316685606955005	0.0439	0.029	0.0348	0.0348	TRUE	0.9232
FBgn0040238	3223	1204	1199	4308	1537	1817	1623	1882	1708	2197	2150	2227	1964.5	1738	2191	1.263	0.337	3.004	0.00266138339035553	0.0323396205428332	0.0023	0.0144	0.0085	0.0085	TRUE	0.0621
FBgn0000579	13023	5253	5575	16560	8184	9206	6559	8209	7944	8445	11446	11284	8981.19	7571	10392	1.373	0.457	2.997	0.00272741430527671	0.0330518084586389	0.0199	0.0132	0.0166	0.0166	TRUE	0.3299
FBgn0000346	152	47	45	205	84	113	77	73	64	105	117	139	95.78	71	120	1.661	0.732	2.993	0.0027614606644655	0.0333283606211304	0	0.0457	0.0312	0.0312	TRUE	0.1759
FBgn0039590	2420	942	797	3108	1233	1433	1219	1472	1136	1585	1725	1756	1482.08	1276	1689	1.324	0.405	2.992	0.00277395833080778	0.0334338928991948	0.0099	0.015	0.0125	0.0125	TRUE	0.2099
FBgn0026415	69	19	32	129	57	53	35	30	46	66	80	65	53.42	37	70	1.91	0.934	2.987	0.00281597187768017	0.0338127642440703	4e-04	0.0718	0.0484	0.0484	TRUE	0.2344
FBgn0024841	1401	414	487	1591	682	754	706	647	694	811	954	924	789.32	682	896	1.309	0.388	2.981	0.00287332346930563	0.034445076905929	0.004	0.0168	0.0108	0.0108	TRUE	0.0879
FBgn0053105	1060	191	315	1596	472	450	534	298	449	814	660	552	551.13	427	675	1.575	0.655	2.976	0.00291696820469957	0.0349212846764235	0.0551	0.0186	0.0328	0.0328	TRUE	0.409
FBgn0004597	437	161	188	667	232	294	220	252	268	340	324	360	294.09	247	341	1.397	0.482	2.973	0.00295303641294832	0.0353056313156117	0.0038	0.0236	0.0152	0.0152	TRUE	0.1198
FBgn0027945	395	95	99	557	150	220	199	148	141	284	210	270	208.66	163	255	1.549	0.632	2.965	0.00303063370999886	0.0360398590853937	0.0264	0.0279	0.0273	0.0273	TRUE	0.4695
FBgn0036893	267	96	92	391	139	173	134	150	131	199	194	212	170.24	138	202	1.463	0.549	2.965	0.00302797359042715	0.0360398590853937	0	0.0313	0.0182	0.0182	TRUE	0.0437
FBgn0261931	2088	796	746	2682	1036	1246	1052	1244	1063	1368	1449	1527	1283.74	1120	1448	1.295	0.373	2.965	0.00302600289638847	0.0360398590853937	0.005	0.0153	0.0105	0.0105	TRUE	0.1091
FBgn0037369	495	147	163	620	247	264	249	230	232	316	345	324	282.75	237	328	1.376	0.461	2.96	0.00307574491251155	0.0365275465809872	0	0.024	0.0136	0.0136	TRUE	0.0272
FBgn0046258	4	3	6	44	12	15	2	5	9	22	17	18	12.14	5	19	4.25	2.087	2.958	0.00309993482833246	0.0367658049480122	0.0741	0.2722	0.2184	0.2184	TRUE	1.5719
FBgn0031070	1007	465	492	1447	777	857	507	727	701	738	1087	1050	801.66	645	958	1.488	0.574	2.953	0.00315007884614193	0.0372118730538279	0.0398	0.0168	0.0258	0.0258	TRUE	0.5022
FBgn0051495	79	18	32	159	56	48	40	28	46	81	78	59	55.29	38	73	1.916	0.938	2.951	0.00316252204214211	0.0373093825554434	0.0133	0.0698	0.0517	0.0517	TRUE	0.2433
FBgn0085810	12	1	9	123	22	5	6	2	13	63	31	6	20.01	7	33	4.974	2.315	2.951	0.00317053954974623	0.0373544917587165	0.7593	0.1702	0.3475	0.3475	TRUE	0.0979
FBgn0013347	1175	265	370	1584	467	579	592	414	527	808	653	710	617.29	511	724	1.411	0.497	2.948	0.00319884820165664	0.0375885764276461	0.0188	0.0179	0.0187	0.0187	TRUE	0.304
FBgn0050100	387	85	141	588	171	219	195	133	201	300	239	268	222.68	176	269	1.522	0.606	2.948	0.00319705570963237	0.0375885764276461	0.0222	0.027	0.0254	0.0254	TRUE	0.4219
FBgn0011770	463	135	201	694	245	272	233	211	286	354	343	333	293.42	243	343	1.414	0.499	2.946	0.0032212628796653	0.0378020928447679	0.0051	0.0236	0.0169	0.0169	TRUE	0.2318
FBgn0026380	1898	632	788	2405	1064	1071	956	988	1123	1226	1488	1313	1182.29	1022	1342	1.313	0.393	2.939	0.00329112827848865	0.0385204725052541	0.0074	0.0155	0.0119	0.0119	TRUE	0.1066
FBgn0035076	40	9	20	77	33	47	20	14	28	39	46	58	34.29	21	48	2.261	1.177	2.939	0.00329637626007673	0.0385312642368811	0.0249	0.1047	0.0791	0.0791	TRUE	0.3247
FBgn0052185	34	9	7	71	24	29	17	14	10	36	34	36	24.41	14	35	2.475	1.307	2.935	0.00334047251694387	0.0388428051023747	0	0.1418	0.0914	0.0914	TRUE	0.3802
FBgn0265102	180	80	75	313	147	119	91	125	107	160	206	146	138.94	108	171	1.599	0.677	2.929	0.00340140366551985	0.0393458473360848	0.0216	0.0355	0.0303	0.0303	TRUE	0.3113
FBgn0030966	372	134	158	460	266	288	187	209	225	235	372	353	263.59	207	320	1.538	0.621	2.925	0.00344869662629697	0.0397557531110983	0.0332	0.0248	0.0282	0.0282	TRUE	0.6855
FBgn0012037	1335	427	582	1757	678	859	672	667	829	896	948	1053	844.35	723	966	1.336	0.418	2.916	0.00354662265652998	0.0406560720742761	0.0097	0.0166	0.0135	0.0135	TRUE	0.1886
FBgn0038049	1026	422	513	1523	652	801	517	660	731	777	912	982	762.93	636	890	1.404	0.49	2.912	0.00359080550858306	0.0410568737675858	0.0215	0.017	0.0189	0.0189	TRUE	0.3425
FBgn0283545	41	13	11	73	37	33	21	20	16	37	52	40	31.01	19	43	2.233	1.159	2.911	0.00360697005342993	0.041188823417821	0	0.1144	0.0746	0.0746	TRUE	0.196
FBgn0039696	1181	394	451	1430	606	687	595	616	643	729	848	842	712.01	618	806	1.304	0.383	2.91	0.00361859252507863	0.0412686345977918	0.0038	0.0173	0.0109	0.0109	TRUE	0.0895
FBgn0030467	1423	462	554	1796	705	766	717	722	789	916	986	939	844.81	743	947	1.275	0.351	2.904	0.0036834614803335	0.0417241521219548	0.001	0.0166	0.0092	0.0092	TRUE	0.0344
FBgn0037852	1363	416	474	1608	623	715	686	650	675	820	871	876	763.29	670	856	1.273	0.348	2.904	0.00368006893586944	0.0417241521219548	0	0.017	0.0089	0.0089	TRUE	0.0174
FBgn0004872	1680	562	532	2629	805	766	846	878	758	1341	1126	939	981.32	827	1135	1.374	0.459	2.903	0.00369893234654874	0.0418101401151137	0.0169	0.0161	0.0169	0.0169	TRUE	0.1713
FBgn0051125	41	9	10	71	31	32	21	14	14	36	43	39	27.96	16	39	2.319	1.214	2.901	0.0037216228747339	0.0419070732556951	0	0.1255	0.0819	0.0819	TRUE	0.4539
FBgn0261811	7571	2891	2444	9863	3824	4003	3813	4518	3482	5030	5348	4906	4516.35	3938	5095	1.294	0.372	2.901	0.00371834789856511	0.0419070732556951	0.0097	0.0135	0.0116	0.0116	TRUE	0.1992
FBgn0053969	524	176	246	798	296	334	264	275	351	407	414	409	353.3	297	410	1.39	0.476	2.9	0.00373483092516587	0.0420027008212782	0.0083	0.0218	0.0162	0.0162	TRUE	0.2706
FBgn0259683	253	55	68	374	116	122	127	86	97	191	162	150	135.46	103	168	1.598	0.677	2.896	0.00378242005105716	0.0423773778550517	0.023	0.0361	0.0311	0.0311	TRUE	0.5018
FBgn0260768	293	74	99	378	149	164	148	116	141	193	208	201	167.74	135	201	1.472	0.557	2.891	0.00383852551272835	0.042934321639069	0	0.0316	0.0202	0.0202	TRUE	0.132
FBgn0053138	2153	912	1059	2996	1484	1685	1084	1425	1509	1528	2076	2065	1614.54	1339	1890	1.412	0.498	2.884	0.00392059315482718	0.043705535957504	0.0269	0.0148	0.0207	0.0207	TRUE	0.3468
FBgn0034139	36	10	17	74	29	41	18	16	24	38	41	50	31.09	19	43	2.215	1.148	2.875	0.00403669356844838	0.0448874277330459	0	0.1141	0.0752	0.0752	TRUE	0.1733
FBgn0026084	1793	397	430	2322	666	792	903	620	613	1184	931	971	870.42	712	1029	1.44	0.526	2.872	0.00407491520790295	0.0451839595803831	0.0339	0.0165	0.0229	0.0229	TRUE	0.6814
FBgn0060296	148	40	57	269	83	83	75	63	81	137	116	102	95.54	73	118	1.634	0.708	2.851	0.00436154090969074	0.0478426661115953	0.0114	0.0458	0.0327	0.0327	TRUE	0.2373
FBgn0053193	505	193	191	629	298	364	254	302	272	321	417	446	335.3	276	395	1.428	0.514	2.847	0.00440825882719721	0.0482363161840855	0.0171	0.0222	0.0201	0.0201	TRUE	0.342
FBgn0034564	584	161	197	710	261	327	294	252	281	362	365	401	325.73	276	376	1.356	0.439	2.847	0.00441460523538118	0.048246489363853	0.0019	0.0225	0.0138	0.0138	TRUE	0.058
