"ID","RNAi_1","RNAi_3","RNAi_4","Untreated_1","Untreated_3","Untreated_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0084447",46.1937761900925,27.6679789935961,64.5279231425141,172.76770333138,191.255990608009,153.704158071021,1.58885882628376e-05,2.75987817292754,8.93018674844739e-10,6.77339050194041,4.79891468912974
"FBtr0084449",172.719785444961,169.214857645802,184.297651622967,329.881939891958,331.214591821164,319.07564304834,3.69581694363199e-06,1.29540525954068,2.07723524259892e-10,2.45445932636877,5.43228954782512
"FBtr0087533",2532.51287693323,2532.69206311973,2621.87137163896,5003.42145745713,5199.32507022368,5270.18488334145,8.93904990943054e-29,1.4563483278138,5.02419621708102e-33,2.74412904642214,28.0487086379176
"FBtr0087534",532.616251081888,559.169814532429,515.691669881533,945.110114891369,961.387757868451,801.429807148112,2.46812890885297e-05,1.08478477391009,1.38721274103697e-09,2.12105903242475,4.60763216111308
"FBtr0070392",162.135296590723,185.2437905984,196.279825731958,87.220141592172,65.7561492245611,77.679127564351,1.23466483472751e-05,-1.78634994963953,6.93943814482637e-10,0.289904583925905,4.90845092109556
"FBtr0084659",233.349499403143,236.561955292905,253.881086964892,463.905092149203,460.216308870404,491.217962152741,2.43801573388696e-09,1.39792761719777,1.37028762021524e-13,2.63522768567858,8.612963495962
"FBtr0071537",1145.01985274134,1169.29775512326,1184.83856939746,584.854209938118,521.7357994807,570.158668205476,7.99632291491986e-20,-1.53202610316556,4.49433617070586e-24,0.345791400676275,19.0971096761177
"FBtr0330730",941.053486715477,641.781315374891,457.333576000468,1639.49082149424,2386.79590437392,2147.19720748581,0.000194339632337467,2.30649419724542,1.09228660261616e-08,4.94679528527034,3.71143862322788
"FBtr0072712",49.6594824780202,48.309075556946,58.5917348707339,16.765952504208,17.7850043163897,13.3536123134963,1.74730430261277e-07,-2.52057468973826,9.82073011810234e-12,0.174273523553132,6.75763145366792
"FBtr0082889",92.6118954918847,75.4713450887045,128.799499057057,28.5031896214495,28.4616273274915,17.8628750934541,1.13214994834568e-05,-2.898386539129,6.36325285715871e-10,0.134121595985718,4.94609604891951
"FBtr0079491",16113.42138607,19217.3915018651,18095.3277950642,35797.1030179403,33954.7633087543,34334.2265067465,6.46557797878386e-17,1.38836425134097,3.63398042872294e-21,2.61781700536709,16.1893926460695
"FBtr0072087",293.880794746381,263.268138330095,221.981929135945,819.707856562867,967.674553447553,844.768608349769,1.5537271664308e-25,2.53882949416051,8.73272912787096e-30,5.81117336044524,24.8086252406936
"FBtr0113113",127.760664368594,155.768288004021,149.402978289908,433.665951992567,384.396881579851,427.755085480819,6.9948000341565e-18,2.19958077768435,3.93142987531278e-22,4.593458446176,17.1552246965122
